id,title,publication date
CN-216069474-U,Caster with circulating lubrication function ,2022-03-18
CN-212499727-U,Folding storage device of tool cabinet universal caster ,2021-02-09
JP-H08321-B2,Vehicle wheel cutting method ,1996-01-10
US-2155826-A,Caster ,1939-04-25
US-2111561-A,Caster ,1938-03-22
CN-220720739-U,Caster structure ,2024-04-05
US-1781732-A,Detachable top-bearing caster and socket ,1930-11-18
JP-3622319-B2,Caster lock operation structure in bed ,2005-02-23
CN-214465708-U,Caster brake adjustable office chair support ,2021-10-22
US-1125104-A,Caster structure for tubular legs. ,1915-01-19
US-1471660-A,Caster ,1923-10-23
DE-2721375-A1,Castor wheel for hospital bed - has pivot direction and braking selected by three lobed cam with depresses actuator bolt against spring pressure ,1978-11-23
US-2793770-A,Fifth wheel wrecker cradle ,1957-05-28
US-1665882-A,Caster ,1928-04-10
US-943432-A,Caster-retaining socket. ,1909-12-14
US-713839-A,Caster. ,1902-11-18
CN-218839936-U,Automatic winding film packaging device for cable reel packaging box ,2023-04-11
JP-S6017178-Y2,Goods sales stand ,1985-05-27
US-2031333-A,Tractor axle extension ,1936-02-18
CN-211951659-U,Device for indoor heat pipeline construction ,2020-11-17
US-577414-A,Corn-harvester ,1897-02-23
CN-117620302-A,Sawing type battery wrapping and tearing device ,2024-03-01
CN-112219605-A,Agricultural is with device of growing seedlings with circulation beam split structure ,2021-01-15
US-7040445-B2,Hydraulic driving apparatus for a wheeled vehicle ,2006-05-09
CN-221073627-U,Fixed-point wall dismantling device for house dismantling ,2024-06-04
DE-29812899-U1,Unicycle towing device for motorcycles (two and three-wheelers) ,1999-01-14
CN-2771053-Y,Portable supporting drag-frame ,2006-04-12
JP-3431121-B2,Goods transport equipment ,2003-07-28
CN-216130034-U,Gardens fallen leaves collection device ,2022-03-25
CN-220178750-U,Panel cutting tool convenient to it is fixed ,2023-12-15
CN-117374436-A,Punching type battery wrapping and tearing device ,2024-01-09
CN-217232637-U,Movable scaffold ,2022-08-19
US-1113063-A,Automobile-jack. ,1914-10-06
CN-215228553-U,Emergency debridement suture placing support convenient for debridement ,2021-12-21
DE-2106545-A1,"Chassis with castors, especially for hospital beds ",1972-08-24
US-1895844-A,Trailer ,1933-01-31
JP-H0569939-A,Carriage driving mechanism ,1993-03-23
US-1418049-A,Agricultural implement ,1922-05-30
US-3067884-A,Transfer missile handling cart ,1962-12-11
US-2502047-A,Windrow pickup machine ,1950-03-28
CN-113732573-A,Pre-welding preheating device for bottom of large oil cylinder ,2021-12-03
CN-106838681-A,Piping lane construction photovoltaic charging type electric source lighting dolly ,2017-06-13
CN-112922390-A,Mechanical supporting device for civil construction ,2021-06-08
CN-214789828-U,Mobile base for portable emergency communication base station ,2021-11-19
US-2695759-A,Lifting device for fiberboard and the like having a braced base supported upright ,1954-11-30
CN-210667274-U,Fault diagnosis experiment table for new energy automobile lighting system ,2020-06-02
CA-1045585-A,Graphic merchandising gondola ,1979-01-02
JP-2000211385-A5,Patent JP2000211385A5 ,2006-03-02
JP-2878693-B2,A device that stores multiple dishes in the form of multiple stacks ,1999-04-05
CN-212698278-U,Sofa foot with floor function of preventing wearing and tearing ,2021-03-16
CN-210019962-U,Transfer manipulator for postpartum mother and baby ,2020-02-07
CN-219747231-U,Cutting fluid filtering mechanism for numerical control machine tool ,2023-09-26
US-3376066-A,Horizontally adjustable armrest for invalid wheelchairs ,1968-04-02
CN-217927829-U,Base for pump that can freely adjust ,2022-11-29
US-185488-A,Improvement in hay-gatherers ,1876-12-19
CN-217091277-U,Operation panel for medical nursing ,2022-08-02
CN-210616738-U,Rotary punching machine ,2020-05-26
CN-217582019-U,Convertible folding operation ladder that is shallow ,2022-10-14
CN-213827264-U,Shearing machine with good shearing effect ,2021-07-30
US-4282932-A,Rock picker ,1981-08-11
CN-211249017-U,Caster spiral disk mounting equipment ,2020-08-14
CN-212022203-U,Bearing switching structure of caster ,2020-11-27
JP-3584370-B2,Rolling wheel regeneration method using urethane rubber tires ,2004-11-04
US-940780-A,Caster. ,1909-11-23
CN-219154151-U,Caster structure and garbage station ,2023-06-09
JP-3503728-B2,Guided structure of carrier ,2004-03-08
JP-H044953-Y2,Patent JPH044953Y2 ,1992-02-13
JP-S59501108-A,access device ,1984-06-28
CN-212687103-U,High-speed unwinding damping device and splitting machine ,2021-03-12
CN-111923991-A,Six-degree-of-freedom convenient labor-saving free carrying mechanism for large-sized plates ,2020-11-13
CN-117543149-A,Tearing type battery pack-break dismounting device ,2024-02-09
JP-5270429-B2,Self-propelled aerial work cart ,2013-08-21
US-903120-A,Wheeled plow. ,1908-11-03
CN-215438247-U,Freely-lifting belt conveyor ,2022-01-07
CN-216151417-U,Grounding stud welding jig for door plate of power distribution cabinet ,2022-04-01
CN-219365927-U,Movable aerial overhaul operating platform ,2023-07-18
US-905533-A,Riding-plow. ,1908-12-01
CN-1438138-A,Vision guiding method of automatic guiding vehicle and automatic guiding electric vehicle ,2003-08-27
CN-217348415-U,Packing and baling device ,2022-09-02
CN-216974096-U,Movable full scaffold for curve cast-in-place tunnel ,2022-07-15
CN-214156717-U,Screw-free drawer structure ,2021-09-10
US-2874860-A,Hand truck for handling equipment ,1959-02-24
CN-110547321-A,Treatment table for aquatic product processing ,2019-12-10
CN-212966649-U,Computer software technology teaching display device ,2021-04-13
US-3734527-A,Bucket chassis ,1973-05-22
CN-113662670-A,"Pedal control table, surgical robot system and control method of surgical control table ",2021-11-19
CN-214564753-U,Trade electric cabinet convenient to it is fixed and remove ,2021-11-02
CN-214924214-U,Steel pipe slewing device ,2021-11-30
US-1141695-A,Hay-rake. ,1915-06-01
CA-1146610-A,Dolly apparatus ,1983-05-17
CN-212292532-U,High-low voltage cabinet hoisting frame ,2021-01-05
JP-2935255-B2,Pipe internal joining machine ,1999-08-16
US-2559028-A,Washing machine supporting carriage ,1951-07-03
CN-215174359-U,Movable LED light source cutting lamp ,2021-12-14
CN-215823593-U,Longan processing and screening device ,2022-02-15
JP-S5940665-B2,Cable transport device ,1984-10-02
CN-215433557-U,Convenient removal supports frock ,2022-01-07
CN-216725030-U,Improved laminar flow bed device ,2022-06-14
CN-115006633-A,Wound processing apparatus for traditional chinese medical science surgery ,2022-09-06
CN-111068811-A,Building material environmental protection recycle equipment ,2020-04-28
JP-H0873198-A,Transfer method for heavy article ,1996-03-19
CN-216185274-U,Transportation device for laying inclined curtain wall ,2022-04-05
JP-2005029204-A,Roller device for movable rack ,2005-02-03
JP-S5854053-B2,Cargo handling equipment ,1983-12-02
CN-216215350-U,Movable solar off-grid-connected energy storage power generation system ,2022-04-05
CN-216772670-U,New energy automobile chassis synthesizes real standard platform ,2022-06-17
US-3246613-A,Folding turntable ,1966-04-19
DE-7521950-U,Braked castor for seating furniture ,1975-11-06
US-669437-A,Motor lawn-mower. ,1901-03-05
CN-217631384-U,Portable coating unwrapping wire instrument ,2022-10-21
CN-211247951-U,Preforming tool ,2020-08-14
CN-217353456-U,Movable construction crawling ladder ,2022-09-02
WO-9635576-A1,Dispensing table and guide system for a cushioning conversion machine ,1996-11-14
CN-218456956-U,Plant phenotype measuring device carried on sprinkling irrigation vehicle ,2023-02-10
US-1034404-A,Engine gang-plow. ,1912-07-30
CN-210422917-U,Voice interactive self-service cleaning and air-entrapping device ,2020-04-28
CA-2125414-A1,Vehicle frame mount for snow plow or the like ,1995-12-09
CN-218021680-U,Thin-wall pipe material transferring device ,2022-12-13
US-3224392-A,Soil tillage apparatus ,1965-12-21
US-2712366-A,Truck lock ,1955-07-05
US-2536763-A,Automatic guide push elevator truck loader ,1951-01-02
CN-209826512-U,Toilet bowl for oncologic nursing ,2019-12-24
CN-109774672-B,PHEV power battery disassembling and assembling machine ,2024-02-23
CN-221467257-U,Auxiliary frame for electric power construction ,2024-08-02
US-934004-A,Caster for furniture. ,1909-09-14
US-1116086-A,Table-caster. ,1914-11-03
KR-950017719-A,Reach type electric forklift with 4-wheel steering ,1995-07-20
US-1125272-A,Socket for caster-pintles. ,1915-01-19
US-238014-A,Traction-wheel ,1881-02-22
IT-RM20070504-A1,ADJUSTABLE BALL WHEEL FOR FURNISHING ,2009-04-02
US-1620658-A,Caster ,1927-03-15
US-2930429-A,Frame structure for folding wheel chair ,1960-03-29
CN-219132976-U,Caster processing hot-press forming equipment ,2023-06-06
US-891045-A,Caster for furniture. ,1908-06-16
CN-218114917-U,C-shaped hooking wheel jacking device ,2022-12-23
US-1671416-A,Caster ,1928-05-29
BE-421752-A,Patent BE421752A ,
CN-215955907-U,Unwrapping wire management equipment for electric power construction ,2022-03-04
CN-215090974-U,Cutting device for architectural decoration ,2021-12-10
US-609980-A,Harrow ,1898-08-30
CN-215014643-U,Drawing device is used in mechanical product design with adjustable ,2021-12-07
CN-115042112-A,Special assembly tool for heavier copper bar structure ,2022-09-13
CN-115494378-A,Power plant relay protection test device ,2022-12-20
US-3976151-A,Self-propelled golf cart ,1976-08-24
JP-S6246125-B2,Patent JPS6246125B2 ,1987-09-30
US-7036833-B1,Adjustable lightweight platform dolly ,2006-05-02
CN-211969511-U,Workshop freight trolley ,2020-11-20
CN-211761866-U,Mechanical equipment for cutting food materials ,2020-10-27
CN-214915120-U,Powdery seasoning rapid mixing device for central kitchen ,2021-11-30
CN-215549856-U,Simple and easy drilling equipment of concrete anticollision barrier ,2022-01-18
CN-215626579-U,Transfer device with position-adjustable heald frame ,2022-01-25
CN-214270267-U,Domestic sewage treatment device ,2021-09-24
CN-216763597-U,Train cleaning device ,2022-06-17
CN-213884401-U,Black goat is bred and uses sheep hurdle degassing unit ,2021-08-06
CN-112436386-B,Self-moving anti-seepage outdoor power distribution cabinet ,2022-08-16
CN-216789687-U,Hydraulic pressure lift mobilizable movie & TV support ,2022-06-21
CN-217018345-U,Double-station pin bending mechanism ,2022-07-22
CN-212892387-U,Fertilizer assembly line charging equipment ,2021-04-06
CN-213263550-U,Animal blood is dried with holding device ,2021-05-25
CN-212029241-U,Observation lamp for hysterography ,2020-11-27
CN-218979304-U,Animal husbandry is bred with baoding operation platform that castrates ,2023-05-09
CN-218265780-U,Strong ground geophysical prospecting reconnaissance device of anticollision ability ,2023-01-10
CN-213537148-U,Die mounting device for hydraulic press ,2021-06-25
CN-212686055-U,Diversified packing tool bogie ,2021-03-12
CN-212568411-U,Detection device for power transmission line ,2021-02-19
US-3391524-A,Safety guard for power mowers ,1968-07-09
CN-211893922-U,Transport packaging equipment for mechanical raw material processing products ,2020-11-10
CN-212158122-U,Glass color sheet processing melting device ,2020-12-15
CN-218556129-U,Repair welding trolley ,2023-03-03
CN-216046808-U,Rotation type hydraulic engineering valve management device ,2022-03-15
US-2776698-A,Machine for applying paint roller coverings to core tubing ,1957-01-08
CN-212621549-U,Agricultural gardens soil property sampling device ,2021-02-26
US-2518083-A,Bale loader ,1950-08-08
US-291426-A,Signors to themselves ,1884-01-01
CN-111070278-A,Tubular product cutting device for building decoration ,2020-04-28
CN-220980830-U,Improved wall surface guide rail lifting easel for on-frame painting archives photography ,2024-05-17
CN-211042558-U,Damping force detection equipment ,2020-07-17
CN-118602670-A,Corrosion-resistant mobile secondary refrigerant automatic processing device by evaporation method ,2024-09-06
CN-221367644-U,Packaging device for livestock feed production ,2024-07-19
CN-210250322-U,Multi-functional wheelchair of barrier personnel eye accuse ,2020-04-07
US-4237985-A,Track removing device ,1980-12-09
CN-211451514-U,Hematology specialty blood storage device ,2020-09-08
CN-210965387-U,Device for producing PP (polypropylene) filler for cables ,2020-07-10
CN-115137166-A,Mobile office cabinet ,2022-10-04
WO-2023152760-A1,A system and method of air isolation for passengers and others ,2023-08-17
CA-2618117-C,Pivotal base for enclosed hose reel ,2015-01-06
US-2790196-A,Caster dollies for tobacco baskets and the like ,1957-04-30
US-1229547-A,Caster-holding means for furniture-legs. ,1917-06-12
GB-2173093-A,Caster mounting apparatus ,1986-10-08
US-1899394-A,Extensible offset caster construction ,1933-02-28
US-920673-A,Adjustable caster. ,1909-05-04
US-2155828-A,Caster ,1939-04-25
US-2012096674-A1,Replacement wheel for walker ,2012-04-26
JP-H09168567-A,Wheel chair with electric assisting device ,1997-06-30
CN-213927780-U,Movable stirring canopy ,2021-08-10
CN-207785313-U,A kind of animal doctor's drencher ,2018-08-31
CN-209737871-U,Small-size prefabricated section forming device ,2019-12-06
CN-212071078-U,Machining positioning device ,2020-12-04
US-2450690-A,Truck for handling electric refrigerators and the like ,1948-10-05
US-1321937-A,Traction-machine ,1919-11-18
CN-211516405-U,Dual-purpose maintenance hole of unsealing on laser marking machine ,2020-09-18
KR-20230032705-A,The cleaning robot for obtaining the map of indoor space and the method for operating the same ,2023-03-07
CN-212921291-U,Foldable awning for rear carriage of overhaul vehicle ,2021-04-09
CN-205727270-U,Vegetable Plug seedling board migration device ,2016-11-30
US-3733689-A,Methods of preparing wall covering ,1973-05-22
CN-211591743-U,Automatic heat-transfer die bearing mechanism of counterpoint ,2020-09-29
US-2176534-A,Road building machine ,1939-10-17
US-751073-A,Traveling thresher ,1904-02-02
US-3510932-A,Method of reconditioning a metal drum ,1970-05-12
US-1225644-A,Automobile-lifting-jack apparatus. ,1917-05-08
US-27901-A,Improvement in harvesting-machines ,1860-04-17
JP-S62137765-U,Patent JPS62137765U ,1987-08-31
CN-212101552-U,House building construction material transportation lift ,2020-12-08
US-271676-A,Check-row corn-planter ,1883-02-06
US-91246-A,Improvement in harvesters ,1869-06-15
US-1449585-A,Scraper and grader ,1923-03-27
CN-213165084-U,Element fixing device for assembling power adapter ,2021-05-11
US-2520375-A,Adapter ,1950-08-29
US-3091414-A,Pool cover dolly ,1963-05-28
US-935456-A,Side-delivery rake. ,1909-09-28
US-3548571-A,Rotary mowers ,1970-12-22
CN-210131809-U,Weighing and code scanning one-to-four device ,2020-03-10
CN-213467900-U,Hydraulic oil filter crusher ,2021-06-18
CN-219195215-U,Material receiving device and crystal bar drawing system ,2023-06-16
CN-211516459-U,Laser processing equipment with three-point adjusting position metal plate supporting plate ,2020-09-18
CN-218358621-U,Heating device for glue production ,2023-01-24
